"Item";"CCODCON";"CDESCON";"LGRPCON";"LTERCON";"LOTRMON";"CNATCON";"LLIGCRE";"LLIGTES";"LCENCUS";"LIVA";"LCTRIMP";"CSTRCON";"CCODIVA";"NTIPCRE";"CNATSAL";"COPER";"CTIME";"DDATE"
362;"62132";"GASOLINA";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
363;"62138";"OUTROS COMBUSTIVEIS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
364;"62139";"OUTROS FLUIDOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
365;"6214";"CONSERVACAO E REPARACAO";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
366;"6215";"FERRAMENTAS E UTENSLIOS DE DESGASTE RAPIDO";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
367;"6216";"MATERIAL DE ESCRITORIO";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
368;"6217";"PUBLICIDADE E PROPAGANDA";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
369;"6218";"LIVROS E DOCUMENTACAO TECNICA";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
370;"6219";"LIMPEZA, HIGIENE E CONFORTO";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
371;"6220";"";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
372;"6221";"RENDAS E ALUGUERES";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
373;"6222";"DESPESAS DE REPRESENTACAO";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
374;"6223";"";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
375;"6224";"COMUNICACAO";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
376;"6226";"SERVIÇOS DE CONSULTORIA E ASSISTENCIA TECNICA";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
377;"6227";"VIGILANCIA E SEGURANCA";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
378;"6228";"ROYALTIES";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
379;"6230";"SERVICOS DE INFORMATICA";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
380;"6231";"TRANSPORTE DE INVENTARIO";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
381;"6232";"DESPESAS COM PERTENCES";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
382;"6233";"DESLOCACOES E ESTADAS";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
383;"6234";"COMISSOES";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
384;"6235";"HONORARIOS";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
385;"6236";"CONTENCIOSOS E NOTARIADO";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
386;"6296";"EQUIPAMENTOS DE BAIXO VALOR";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
387;"6297";"ARTIGOS PARA OFERTA";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
388;"6298";"OUTROS FORNECIMENTOS E SERVICOS";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
389;"63";"GASTOS COM O PESSOAL";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.";"";0;"";"";"";""
390;"631";"REMUNERACOES DOS ORGAOS SOCIAIS";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"D";"";"";""
391;"632";"REMUNERACOES DO PESSOAL";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"D";"";"";""
392;"633";"BENEFICIOS POS EMPREGO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
393;"6331";"PREMIOS PARA PENSOES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
394;"6332";"OUTROS BENEFICIOS";"False";"False";"False";"D";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
395;"634";"INDEMNIZACOES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
396;"635";"ENCARGOS SOBRE REMUNERACOES";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
397;"636";"SEGUROS DE ACIDENTES NO TRABALHO E DOENCAS PROFISS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
398;"637";"GASTOS DE ACCAO SOCIAL";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
399;"638";"OUTROS GASTOS COMO PESSOAL";"True";"False";"False";"D";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
400;"64";"GASTOS DE DEPRECIACAO E DE AMORTIZACAO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
401;"641";"PROPRIEDADE DE INVESTIMENTOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
402;"642";"ACTIVOS FIXOS TANGIVEIS";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
403;"643";"ACTIVOS INTANGIVEIS";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
404;"65";"PERDAS POR IMPARIDADE";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
405;"651";"EM DIVIDA A RECEBER";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
406;"6511";"CLIENTES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
407;"6512";"OUTROS DEVEDORES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
408;"652";"AJUSTAMENTOS EM INVENTARIOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
409;"653";"EM INVESTIMENTOS FINANCEIROS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
410;"654";"EM PROPRIEDADE DE INVESTIMENTO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
411;"655";"EM ACTIVOS FIXOS TANGIVEIS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
412;"656";"EM ACTIVOS INTANGIVEIS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
413;"657";"EM INVESTIMENTOS EM CURSO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
414;"658";"EM ACTIVOS NÃO CORRENTES DETIDOS PARA VENDA";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
415;"66";"PERDAS POR REDUCAO DO JUSTO VALOR";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
416;"661";"EM INSTRUMENTOS FINANCEIROS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
417;"662";"EM INVESTIMENTOS FINANCEIROS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
418;"663";"EM PROPRIEDADE DE INVESTIMENTO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
419;"664";"EM ACTIVOS BIOLOGICOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
420;"67";"PROVISOES DO PERIODO";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
421;"671";"IMPOSTOS DIFERIDOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
422;"672";"GARANTIAS A CLIENTES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
423;"673";"PROCESSOS JUDICIAIS EM CURSO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
424;"674";"ACIDENTES DE TRABALHO E DOENCAS PROFISSIONAIS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
425;"675";"MATERIAS AMBIENTAIS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
426;"676";"CONTRACTOS ONEROSOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
427;"677";"REESTRUTURACAO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
428;"678";"OUTRAS PROVISOES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
429;"68";"OUTROS GASTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
430;"681";"IMPOSTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
431;"6811";"IMPOSTOS DIRECTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
432;"68111";"IMPOSTOS DE CAPITAIS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
433;"68112";"IMPOSTO ÚNICO SOBRE O PATRIMONIO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
434;"68113";"IMPOSTO DE CIRCULACAO AUTOMOVEL";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
435;"6812";"IMPOSTOS INDIRECTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
436;"68128";"OUTROS IMPOSTOS DIRECTOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
437;"6813";"TAXAS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
438;"682";"DESCONTOS DE PRONTO PAGAMENTO CONCEDIDO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
439;"683";"DIVIDAS INCOBRAVEIS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
440;"684";"PERDAS EM INVENTARIOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
441;"6841";"SINISTROS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
442;"6842";"QUEBRAS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
443;"6848";"OUTROS IMPOSTOS INDIRECTOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
444;"685";"GASTOS EM SUBSIDIARIAS, ASSOCIADAS E EMPREENDIMENT";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
445;"6851";"COBERTURA DE PREJUIZO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
446;"6852";"APLICACAO DO METODO DE EQUIVALENCIA PATRIMONIAL";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
447;"6853";"ALIENACAO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
448;"6858";"OUTROS GASTOS";"False";"False";"False";"D";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
449;"686";"GASTOS EM INVESTIMENTOS FINANCEIROS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
450;"6861";"COBERTURA DE PREJUIZO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
451;"6862";"ALIENACAO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
452;"6868";"OUTROS GASTOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
453;"687";"GASTOS EM INVESTIMENTOS NÃO FINANCEIROS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
454;"6871";"ALIENACAO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
455;"6872";"SINISTROS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
456;"6873";"ABATES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
457;"6874";"GASTOS EM PROPRIEDADES DE INVESTIMENTOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
458;"6878";"OUTROS GASTOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
459;"688";"OUTROS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
460;"6881";"CORRECCOES RELATIVAS A PERIODOS ANTERIORES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
461;"6882";"DONATIVOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
462;"6883";"QUOTIZACOES";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
463;"6884";"OFERTAS E AMOSTRAS DE INVENTARIOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
464;"6885";"INSUFICIENCIA DA ESTIMATIVA PARA IMPOSTOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
465;"6886";"PERDAS EM INSTRUMENTOS FINANCEIROS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
466;"6888";"OUTROS NÃO ESPECIFICADOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
467;"69";"PERDAS DE FINANCIAMENTO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
468;"691";"JUROS SUPORTADOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
469;"6911";"JUROS DE FINANCIAMENTO OBTIDOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"D";"";"";""
470;"6918";"OUTROS JUROS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"D";"";"";""
471;"692";"DIFERENCAS DE CAMBIO DESFAVORAVEIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
472;"6921";"RELATIVAS A FINANCIAMENTOS OBTIDOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"D";"";"";""
473;"6928";"OUTRAS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"D";"";"";""
474;"698";"OUTRAS PERDAS DE FINANCIAMENTO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
475;"6981";"RELATIVOS A FINANCIAMENTO OBTIDOS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
476;"6988";"OUTROS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
477;"7";"RENDIMENTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.";"";0;"";"";"";""
478;"71";"VENDAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.";"";0;"";"";"";""
479;"711";"MERCADORIAS";"True";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"C";"";"";""
480;"712";"PRODUTOS ACABADOS E INTERMEDIARIOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
481;"713";"SUBPRODUTOS, DESPERDICIOS, RESIDUOS E REFUGOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
482;"714";"ACTIVOS BIOLOGICOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
483;"716";"IVA DAS VENDAS COM IMPOSTO INCLUIDO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"D";"";"";""
484;"717";"DEVOLUCOES DE VENDAS";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
485;"718";"DESCONTOS E ABATIMENTOS EM VENDAS";"True";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
486;"719";"""RAPPEL"" SOBRE VENDAS";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"D";"";"";""
487;"72";"PRESTACOES DE SERVICOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.";"";0;"";"";"";""
488;"721";"COMISSOES E OUTROS SERVICOS";"True";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"C";"";"";""
489;"723";"ALUGUER DE EQUIPAMENTOS";"True";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
490;"725";"SERVICOS SECUNDARIOS";"True";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
491;"726";"IVA DOS SERVICOS COM IMPOSTO INCLUIDO";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
492;"728";"DESCONTOS E ABATIMENTO";"False";"False";"False";"D";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"D";"";"";""
493;"73";"TRABALHO PARA A PROPRIA ENTIDADE";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
494;"731";"ACTIVOS FIXOS TANGIVEIS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
495;"732";"ACTIVOS INTANGIVEIS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
496;"733";"PROPRIEDADE DE INVESTIMENTOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
497;"74";"SUBSIDIOS A EXPLORACAO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
498;"741";"SUBSIDIOS DO ESTADO E OUTROS ENTES PUBLICOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
499;"742";"SUBSIDIOS DE OUTRAS ENTIDADES";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
500;"75";"RECEITAS SUPLEMENTARES";"True";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"C";"";"";""
501;"76";"REVERSOES";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
502;"761";"DE DEPRECIACOES E DE AMORTIZACOES";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
503;"7611";"PROPRIEDADES DE INVESTIMENTOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
504;"7612";"ACTIVOS FIXOS TANGIVEIS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
505;"7613";"ACTIVOS INTANGIVEIS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
506;"762";"DE PERDAS POR IMPARIDADE";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
507;"7621";"EM DIVIDA A RECEBER";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
508;"76211";"CLIENTES";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
509;"76212";"OUTROS DEVEDORES";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
510;"7622";"AJUSTAMENTOS EM INVENTARIOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
511;"7623";"EM INVESTIMENTOS FINANCEIROS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
512;"7624";"EM PROPRIEDADE DE INVESTIMENTO";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
513;"7625";"EM ACTIVOS FIXOS TANGIVEIS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
514;"7626";"EM ACTIVOS INTANGIVEIS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
515;"763";"DE PROVISOES";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
516;"7631";"IMPOSTOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
517;"7632";"GARANTIAS A CLIENTES";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
518;"7633";"PROCESSOS JUDICIAIS EM CURSO";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
519;"7634";"ACIDENTES DE TRABALHO E DOENCAS PROFISSIONAIS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
520;"7635";"MATERIAS AMBIENTAIS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
521;"7636";"CONTRACTOS ONEROSOS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
522;"7637";"REESTRUTURACAO";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
523;"7638";"OUTRAS PROVISOES";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
524;"77";"GANHOS POR AUMENTO DE JUSTO VALOR";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
525;"771";"EM INSTRUMENTOS FINANCEIROS";"False";"False";"False";"C";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
