"Item";"CCODCON";"CDESCON";"LGRPCON";"LTERCON";"LOTRMON";"CNATCON";"LLIGCRE";"LLIGTES";"LCENCUS";"LIVA";"LCTRIMP";"CSTRCON";"CCODIVA";"NTIPCRE";"CNATSAL";"COPER";"CTIME";"DDATE"
703;"26823";"ESCALAS NAVIOS INTERNACIONAIS-2005";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
704;"2682201";"N/M SONCENTE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
705;"2682202";"N/M AUTA MANUEL";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
706;"2682301";"N/M KRISTINA REGINA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
707;"26830";"ARMADORES NACIONAIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
708;"2683001";"LIMAGE";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
709;"268300101";"N/M AUTA MANUEL";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
710;"26831";"ARMADORES INTERNACIONAIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
711;"2683101";"SEATRADE REEFER CHARTERING";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
712;"268310101";"N/M PRINCE OF TIDES";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
713;"26840";"CONTAS DE ESCALA-NAVIOS NACIONAIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
714;"26880";"ARMADORES NACIONAIS, C/C";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
715;"26881";"ARMADORES INTERNACIONAIS-C/C";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
716;"26898";"MOVIMENTOS A IMPUTAR  A TERCEIROS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
717;"26899";"MOVIMENTOS DIVERSOS A REGULARIZAR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
718;"26841";"CONTAS ESCALA NAVIOS INTERNACIONAIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
719;"26840017";"N/M AUTA MANUEL";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
720;"26841044";"N/N PROFESSOR MOLCHANOV";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
721;"71101";"BANDEIRAS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
722;"71102";"IMPRESSOS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
723;"72101";"COMISSAO SOBRE VENDAS PASSAGENS AREA";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
724;"72102";"COMISSAO SOBRE VENDAS PASSAGENS MARITIMA";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
725;"72103";"COMISSAO SOBRE FRETES";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
726;"72104";"COMISSOES S/TKT REEMBOLSADOS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
727;"72105";"COMISSAO DE DESEMBOLSO";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
728;"72106";"DESEMBARACO ALFANDEGARIO";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
729;"72107";"DESCARGA E PERTENCES";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
730;"72108";"COMISSAO S/TKT BUS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
731;"72109";"OUTRAS COMISSOES";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
732;"72110";"COMISSAO TSF";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
733;"72201";"AGENCY-FEE";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
734;"72202";"ESTAFETA/MES.ACCOUNT";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
735;"72209";"OUTROS SERVICOS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
736;"724";"SERVICOS DE PERTENCES";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.";"";0;"";"";"";""
737;"9";"CONTABILIDADE ANALITICA";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
738;"94";"CENTROS DE RESPONSABILIDADE";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
739;"941";"GASTOS DE ESTRUTURA";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
740;"94100";"ADMINISTRACAO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
741;"94101";"GASTOS ADMINISTRATIVOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
742;"94102";"GASTOS COMERCIAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
743;"94109";"ENCARGOS COMUNS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
744;"99";"RESULTADOS ANALITICOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
745;"990";"ACTIVIDADES PRINCIPAIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
746;"99001";"AGENCIAMENTO MARITIMO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
747;"99002";"AGENCIAMENTO AEREO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
748;"992";"ACTIVIDADES SUPLEMENTARES";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
749;"99201";"PEQUENAS ENCOMENDAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
750;"993";"OUTROS GASTOS E RENDIMENTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
751;"99301";"GASTOS FINANCEIROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
752;"99302";"RENDIMENTOS FINANCEIROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
753;"99303";"OUTROS GASTOS DIVERSOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
754;"99304";"OUTROS RENDIMENTOS DIVERSOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
755;"62141";"MATERIAL DE CONSERCAO E REPARACAO";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
756;"62142";"SERVICOS DE CONSERVACAO E REPARACAO";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
757;"62171";"MATERIAL DE PUBLICIDADE";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
758;"62172";"SERVICOS DE PUBLICIDADE";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
759;"62981";"JORNAIS E REVISTAS";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
760;"62982";"DIVERSOS PARA CONSUMO DO PESSOAL";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
761;"62983";"SERVICOS PRESTADOS-TRABALHADORES EVENTUAIS";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
762;"62989";"OUTROS FORNECIMENTOS E SERVICOS DIVERSOS";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
763;"62211";"RENDA DE EDIFCIOS";"False";"False";"False";"";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
764;"62212";"ALUGUER DE VIATURAS";"False";"False";"False";"";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
765;"62213";"ALUGUER DE MAQUINAS";"False";"False";"False";"";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
766;"62241";"TELEFONE";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
767;"62242";"TELEFAX";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
768;"62243";"TELEX";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
769;"62244";"PORTES";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
770;"62245";"INTERNET";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
771;"62246";"SERVICO MOVEL";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
772;"62247";"ALUGUER CAIXA POSTAL";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
773;"6381";"FARDAMENTO";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
774;"6382";"ALIMENTACAO EM SERVICO";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
775;"6383";"DESPESAS COM FORMACAO";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
776;"6384";"ASSISTENCIA MEDICA E MEDICAMENTOSA";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
777;"26809";"DEVEDORES E CREDORES DIVERSOS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
778;"6371";"DESPESAS COM ACTIVIDADES DESPORTIVAS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
779;"6372";"BRINDES";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
780;"6373";"DESPESAS COM CONVIVIOS E CONFRATERNIZACOES";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
781;"6389";"OUTROS GASTOS DIVERSOS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
782;"62984";"FOTOCOPIAS E ENCADERNACOES";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
783;"129";"TRANSFERENCIA ENTRE BANCOS";"False";"False";"False";"";"False";"True";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
784;"6237";"SERVICOS BANCARIOS";"False";"False";"False";"D";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"D";"";"";""
785;"26814";"ESCALAS NAVIOS PEQUENAS ENCOMENDAS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
786;"26800";"VENDAS A CREDITO-SEA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
787;"2683004";"BINI LINE";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
788;"268300401";"N/ M DJONDADE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
789;"2683007";"DARYA NAVEGAÇAO, LDA.";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
790;"268300701";"N/ M DARYA I";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
791;"2683009";"MANUEL MONTEIRO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
792;"268300901";"N/M JANELA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
793;"2683011";"TH SHIPPING";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
794;"268301101";"N/ M CASSIOPEA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
795;"2683013";"ATLANTIC TUNA, SA";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
796;"268301301";"N/M FAJA D'AGUA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
797;"2683102";"UNIGAS INTERNATIONAL, BV";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
798;"268310202";"N/M SIGMAGAS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
799;"2683105";"GEOGAS TRADING";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
800;"268310504";"N/M EOLE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
801;"26840128";"N/M DJONDADE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
802;"26840132";"N/M DARYA I";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
803;"26840232";"N/M CASSIOPEA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
804;"26840271";"FAJA D'AGUA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
805;"2682215";"N/M CEZARIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
806;"2682218";"N/M TEREZA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
807;"2682220";"N/M NUBIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
808;"2682319";"N/M SPRING DRAGON";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
809;"2682329";"N/M ESTAMBUL";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
810;"2682334";"N/M CAMELOT";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
811;"2682339";"N/M WINDSOR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
812;"2682342";"N/M KHALEDA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
813;"2682345";"N/M MONA LISA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
814;"2682352";"N/M MAXIM GORKY";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
815;"2682353";"N/M PELAGOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
816;"2682354";"N/M ALEXANDER GABRIEL";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
817;"2682355";"N/M FEDERAL ELBE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
818;"2682356";"N/M INTAMBUL B";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
819;"2682357";"N/M LITO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
820;"2682358";"N/ M REGINA V";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
821;"2682359";"N/M ANTARTICA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
822;"2682360";"N/M ETAGAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
823;"2682361";"PROFESSOR MULTANOVSKI";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
824;"2682362";"N/M FALCON CARRIER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
825;"2682365";"N/M PIXAPE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
826;"2682366";"N/M DUHALLOW";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
827;"2682368";"N/M KENT FOREST";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
828;"2682369";"N/M PRIMAVERA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
829;"2682370";"N/M MELEK N";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
830;"2682372";"N/M SZCZECIN";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
831;"2682373";"N/M CRISTINA 1";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
832;"2682374";"N/M ALBANIGA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
833;"2682375";"N/M CIKAT";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
834;"2682377";"KRISTEN";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
835;"2682378";"N/M MARITIME LAPIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
836;"2682379";"N/M BOE GOLF";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
837;"2682380";"N/M ERMOUPOLIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
838;"2682381";"N/M OCEANGOLF";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
839;"2682383";"N/M CLUB MED";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
840;"2682384";"N/M BOTONG GANG";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
841;"2682386";"N/M ALEXANDER VON HHUMBOLDT";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
842;"2682387";"N/M BERGE RAGNHILD";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX";"";0;"";"";"";""
843;"268300102";"N/M MAR DE ROSTRO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
844;"2683002";"ENACOL";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
845;"268300201";"N/M MANINHA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
846;"268300202";"N/M DILZA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
847;"2683005";"VERDOIL";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
848;"268300501";"N/M SONCENTE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
849;"2683006";"PERFIL";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
850;"268300601";"N/M TEREZA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
851;"2683008";"CABOCEM";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
852;"268300801";"N/M MAR LIMA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
853;"2683012";"POLAR";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
854;"268301201";"N/M BARLAVENTO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
855;"268310502";"N/M LOEX";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
856;"2683106";"DARYA SHIPPING";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
857;"268310603";"N/M CAPTAIN NEMO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
858;"2683110";"OCEANWIDE MARINE SERVICES";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
859;"268311002";"N/M PROFESSOR MOLCHANOV";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
860;"2683112";"MOVEL COMMODITIES SA";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
861;"268311201";"N/M NIKOPIOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
862;"2683114";"SOC GESTAO DE PROJECTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
863;"268311401";"N/M SONHOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
864;"2683117";"LINDBLAND EXPEDITIONS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
865;"268311701";"N/M ENDEAVOUR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
866;"268311702";"N/M NATIONAL GEOGRAPHIC";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
867;"2683119";"EUROAFRICA SHIPPING LINES";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
868;"268311901";"N/M MAGDALENA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
869;"2683123";"ONEGO SHIPPING & CHARTERING BV";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
870;"268312301";"N/M ALKA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
871;"2683125";"AFRICAN SERVICES D/C A/S";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
872;"268312501";"N/M NAMIBIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
873;"2683126";"V/ SHIPS LEISURE";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
874;"268312601";"N/M AMADEA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
875;"2683127";"JOSE MARIA VILARINHO PESCAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
876;"268312701";"N/M MARIA TEIXEIRA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
877;"268312702";"N/M CAPITAO JOSE VILARINHO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
